316A Acapulco           Mexico              1975 16504N 099547W 0000 3 00000R MM
316A Acap  197501011 1317 1226 1134 1073 1043 1104 1165 1317 1470 1622 1683 1683
316A Acap  197501012 1622 1531 1348 1226 1104 1043 1043 1134 1226 1348 1439 1470
316A Acap  197501021 1439 1409 1287 1165 1104 1043 1073 1165 1287 1439 1561 1622
316A Acap  197501022 1653 1592 1500 1317 1134 1012  952  982 1073 1195 1348 1500
316A Acap  197501031 1531 1531 1439 1317 1195 1073 1012 1043 1134 1287 1409 1561
316A Acap  197501032 1561 1561 1470 1317 1165  982  891  891  952 1073 1226 1439
316A Acap  197501041 1561 1622 1622 1531 1348 1195 1073 1043 1104 1195 1317 1439
316A Acap  197501042 1531 1592 1531 1409 1226 1012  891  830  830  891 1043 1226
316A Acap  197501051 1470 1592 1653 1592 1470 1317 1165 1043 1012 1043 1134 1256
316A Acap  197501052 1409 1470 1500 1439 1287 1134  982  860  830  891 1012 1165
316A Acap  197501061 1378 1561 1653 1683 1622 1531 1378 1226 1134 1134 1165 1226
316A Acap  197501062 1348 1439 1500 1470 1348 1226 1073  952  860  830  891 1043
316A Acap  197501071 1195 1409 1592 1653 1653 1622 1470 1348 1256 1195 1165 1226
316A Acap  197501072 1287 1378 1439 1439 1409 1317 1165 1043  921  891  891  982
316A Acap  197501081 1104 1317 1470 1622 1653 1653 1561 1470 1348 1287 1256 1256
316A Acap  197501082 1287 1348 1409 1439 1439 1348 1256 1165 1043  952  921 1012
316A Acap  197501091 1104 1256 1439 1561 1653 1683 1683 1561 1439 1348 1287 1256
316A Acap  197501092 1287 1317 1348 1378 1378 1348 1256 1165 1073  982  952  982
316A Acap  197501101 1012 1104 1226 1378 1470 1531 1592 1561 1500 1409 1348 1317
316A Acap  197501102 1287 1317 1317 1348 1317 1317 1287 1226 1165 1043  982  982
316A Acap  197501111 1012 1073 1165 1317 1439 1500 1561 1622 1592 1561 1439 1378
316A Acap  197501112 1348 1317 1317 1317 1287 1287 1256 1226 1195 1104 1043 1043
316A Acap  197501121 1012 1043 1104 1195 1287 1378 1470 1500 1531 1500 1439 1409
316A Acap  197501122 1348 1287 1256 1256 1226 1226 1226 1226 1226 1195 1165 1104
316A Acap  197501131 1073 1073 1073 1104 1134 1256 1348 1409 1470 1470 1470 1439
316A Acap  197501132 1409 1348 1287 1226 1195 1165 1165 1165 1195 1226 1226 1195
316A Acap  197501141 1165 1134 1134 1134 1165 1195 1287 1348 1409 1470 1470 1470
316A Acap  197501142 1470 1409 1348 1256 1195 1152 1140 1156 1195 1256 1287 1287
316A Acap  197501151 1287 1256 1226 1195 1165 1195 1226 1287 1378 1439 1531 1561
316A Acap  197501152 1561 1500 1409 1287 1195 1165 1134 1165 1195 1287 1317 1348
316A Acap  197501161 1378 1378 1348 1287 1226 1195 1226 1256 1317 1409 1470 1531
316A Acap  197501162 1531 1500 1439 1348 1256 1165 1134 1134 1165 1256 1317 1409
316A Acap  197501171 1470 1470 1470 1409 1348 1287 1256 1256 1287 1348 1439 1531
316A Acap  197501172 1561 1531 1500 1409 1317 1195 1104 1104 1165 1226 1317 1409
316A Acap  197501181 1531 1561 1531 1470 1378 1287 1226 1226 1226 1287 1378 1470
316A Acap  197501182 1500 1531 1500 1439 1317 1165 1073 1043 1073 1134 1226 1378
316A Acap  197501191 1470 1561 1592 1561 1470 1378 1256 1195 1195 1226 1287 1378
316A Acap  197501192 1500 1531 1531 1439 1348 1226 1134 1073 1073 1165 1256 1378
316A Acap  197501201 1500 1592 1653 1653 1592 1470 1378 1256 1226 1226 1256 1348
316A Acap  197501202 1409 1470 1500 1439 1348 1195 1104 1012 1012 1043 1134 1287
316A Acap  197501211 1439 1592 1653 1653 1622 1561 1439 1348 1256 1226 1256 1287
316A Acap  197501212 1348 1439 1470 1470 1409 1287 1134 1073 1012 1012 1073 1165
316A Acap  197501221 1287 1439 1561 1653 1653 1622 1500 1378 1287 1226 1226 1256
316A Acap  197501222 1287 1378 1439 1439 1348 1256 1165 1043  952  921 1012 1073
316A Acap  197501231 1256 1409 1561 1653 1683 1683 1592 1531 1470 1348 1287 1287
316A Acap  197501232 1348 1409 1439 1439 1409 1317 1195 1073  982  952  982 1073
316A Acap  197501241 1226 1348 1531 1653 1714 1714 1653 1592 1500 1378 1348 1348
316A Acap  197501242 1378 1409 1470 1500 1470 1409 1287 1195 1104 1012 1012 1073
316A Acap  197501251 1195 1348 1500 1653 1744 1774 1744 1683 1592 1500 1409 1348
316A Acap  197501252 1348 1378 1439 1470 1470 1409 1348 1256 1134 1043  982  982
316A Acap  197501261 1043 1165 1287 1439 1592 1683 1714 1683 1622 1531 1470 1439
316A Acap  197501262 1439 1439 1439 1470 1500 1500 1470 1378 1256 1165 1073 1012
316A Acap  197501271 1043 1073 1165 1317 1470 1592 1683 1714 1683 1622 1561 1470
316A Acap  197501272 1439 1378 1378 1378 1409 1439 1439 1409 1348 1287 1195 1134
316A Acap  197501281 1073 1073 1104 1226 1348 1470 1561 1622 1683 1653 1592 1500
316A Acap  197501282 1439 1348 1317 1317 1348 1378 1409 1439 1439 1409 1378 1287
316A Acap  197501291 1226 1165 1134 1134 1195 1317 1439 1561 1622 1653 1622 1561
316A Acap  197501292 1470 1378 1317 1226 1226 1256 1287 1378 1470 1500 1500 1470
316A Acap  197501301 1409 1317 1226 1195 1165 1226 1287 1409 1500 1592 1622 1622
316A Acap  197501302 1561 1439 1317 1195 1134 1104 1134 1226 1348 1470 1561 1622
316A Acap  197501311 1592 1531 1409 1287 1195 1134 1165 1256 1348 1470 1592 1622
316A Acap  197501312 1622 1500 1409 1226 1104 1043 1043 1104 1195 1348 1500 1592
316A Acap  197502011 1653 1622 1561 1409 1287 1195 1195 1195 1256 1348 1439 1561
316A Acap  197502012 1561 1561 1470 1317 1165 1012  982  982 1043 1165 1348 1531
316A Acap  197502021 1653 1714 1683 1622 1470 1322 1208 1155 1165 1226 1331 1446
316A Acap  197502022 1531 1555 1500 1378 1226 1073  952  921  952 1073 1256 1409
316A Acap  197502031 1622 1774 1805 1774 1622 1470 1317 1226 1165 1226 1256 1317
316A Acap  197502032 1470 1561 1592 1500 1348 1256 1073  952  891  952 1073 1287
316A Acap  197502041 1470 1653 1744 1774 1683 1531 1409 1287 1195 1165 1195 1287
316A Acap  197502042 1409 1500 1561 1531 1409 1256 1104  952  860  891  982 1165
316A Acap  197502051 1287 1500 1653 1744 1744 1653 1500 1348 1195 1110 1090 1131
316A Acap  197502052 1216 1313 1383 1400 1348 1256 1104  982  860  860  891 1012
316A Acap  197502061 1195 1378 1531 1622 1683 1653 1592 1439 1287 1226 1226 1226
316A Acap  197502062 1317 1378 1439 1470 1439 1348 1226 1104  982  891  860  921
316A Acap  197502071 1043 1226 1378 1531 1592 1622 1531 1409 1348 1256 1195 1165
316A Acap  197502072 1195 1287 1378 1409 1409 1317 1256 1134 1073  982  952  952
316A Acap  197502081  921 1104 1256 1409 1500 1531 1531 1470 1409 1317 1256 1226
316A Acap  197502082 1226 1256 1287 1317 1317 1317 1287 1226 1165 1073 1012  982
316A Acap  197502091 1012 1104 1165 1287 1378 1470 1531 1500 1470 1470 1378 1317
