316A Acapulco           Mexico              1979 16504N 099547W 0000 3 00000R MM
316A Acap  197901011 1317 1256 1195 1165 1195 1287 1409 1531 1653 1774 1835 1805
316A Acap  197901012 1744 1622 1500 1378 1287 1256 1256 1317 1409 1500 1531 1531
316A Acap  197901021 1500 1409 1287 1226 1165 1165 1256 1348 1470 1622 1744 1774
316A Acap  197901022 1744 1683 1531 1378 1226 1195 1165 1195 1256 1378 1500 1561
316A Acap  197901031 1592 1561 1439 1348 1226 1165 1165 1226 1348 1500 1622 1774
316A Acap  197901032 1805 1774 1653 1470 1317 1134 1073 1073 1134 1256 1409 1531
316A Acap  197901041 1622 1653 1597 1494 1369 1256 1165 1134 1195 1317 1470 1653
316A Acap  197901042 1714 1744 1714 1561 1409 1226 1073 1012 1073 1195 1317 1500
316A Acap  197901051 1644 1730 1738 1674 1563 1432 1317 1226 1195 1256 1378 1531
316A Acap  197901052 1683 1744 1744 1653 1500 1287 1134 1043 1012 1043 1195 1378
316A Acap  197901061 1561 1683 1774 1805 1714 1592 1439 1317 1256 1256 1317 1409
316A Acap  197901062 1561 1714 1774 1744 1653 1470 1287 1134 1073 1073 1134 1287
316A Acap  197901071 1470 1653 1744 1805 1805 1683 1531 1348 1256 1226 1256 1317
316A Acap  197901072 1409 1561 1653 1653 1592 1439 1287 1165 1012  982 1012 1134
316A Acap  197901081 1287 1439 1622 1714 1744 1714 1622 1470 1348 1226 1195 1226
316A Acap  197901082 1317 1439 1531 1592 1561 1470 1317 1165 1073  982  952 1043
316A Acap  197901091 1195 1317 1500 1622 1714 1714 1683 1561 1439 1317 1256 1256
316A Acap  197901092 1287 1348 1439 1531 1531 1470 1439 1317 1165 1073 1043 1073
316A Acap  197901101 1104 1226 1409 1531 1653 1714 1714 1683 1592 1439 1378 1317
316A Acap  197901102 1317 1317 1378 1409 1470 1470 1439 1378 1287 1195 1134 1104
316A Acap  197901111 1134 1195 1317 1470 1592 1683 1714 1714 1683 1561 1470 1409
